timestamp,user_id,persona_type,tab_count,window_switches_15min,focus_session_duration,cognitive_load_score,app_active,task_category,keystrokes_per_min,break_duration_min,interruption_count,core_work_percentage,value_score
2025-07-22T13:00:00,1,developer,5.0,1.0,27.0,0.695,VSCode,communication,41.0,7.0,3.0,0.553,0.224
2025-07-22T13:15:00,1,developer,7.0,1.0,48.0,0.494,Chrome,admin,32.0,0.0,0.0,0.553,0.139
2025-07-22T13:30:00,1,developer,4.0,0.0,22.0,0.726,Slack,communication,58.0,0.0,2.0,0.553,0.153
2025-07-22T13:45:00,1,developer,3.0,0.0,28.0,0.669,Terminal,communication,74.0,9.0,2.0,0.553,0.253
2025-07-22T14:15:00,1,developer,4.0,0.0,47.0,0.571,VSCode,admin,38.0,13.0,0.0,0.608,0.267
2025-07-22T14:30:00,1,developer,2.0,0.0,64.0,0.628,Chrome,communication,43.0,1.0,0.0,0.608,
2025-07-22T15:00:00,1,developer,5.0,1.0,49.0,0.404,VSCode,communication,53.0,16.0,0.0,0.663,0.317
2025-07-22T15:15:00,1,developer,4.0,1.0,64.0,0.68,VSCode,communication,37.0,2.0,1.0,0.663,0.337
2025-07-22T15:30:00,1,developer,11.0,1.0,54.0,0.362,VSCode,analysis,94.0,0.0,2.0,0.663,0.483
2025-07-22T15:45:00,1,developer,4.0,0.0,60.0,0.761,VSCode,development,38.0,0.0,2.0,0.663,0.531
2025-07-22T16:00:00,1,developer,5.0,1.0,44.0,0.57,VSCode,development,62.0,1.0,2.0,0.719,0.711
2025-07-22T16:15:00,1,developer,7.0,1.0,39.0,0.685,VSCode,development,39.0,5.0,0.0,0.719,0.639
2025-07-22T16:30:00,1,developer,2.0,0.0,47.0,0.788,VSCode,analysis,74.0,0.0,0.0,0.719,0.555
2025-07-22T16:45:00,1,developer,4.0,0.0,72.0,0.613,VSCode,communication,85.0,7.0,3.0,0.719,0.213
2025-07-22T17:00:00,1,developer,1.0,0.0,25.0,0.39,VSCode,development,60.0,2.0,0.0,0.553,0.467
2025-07-22T17:15:00,1,developer,7.0,1.0,34.0,0.563,VSCode,analysis,57.0,1.0,1.0,0.553,0.31
2025-07-22T17:30:00,1,developer,5.0,0.0,44.0,0.376,VSCode,development,43.0,1.0,1.0,0.553,0.527
2025-07-22T17:45:00,1,developer,2.0,0.0,20.0,0.574,Chrome,communication,39.0,0.0,4.0,0.553,0.242
2025-07-22T07:00:00,2,analyst,7.0,2.0,30.0,0.813,PowerBI,admin,63.0,15.0,2.0,0.119,0.038
2025-07-22T07:15:00,2,analyst,4.0,1.0,17.0,0.838,Excel,learning,15.0,8.0,2.0,0.119,0.164
2025-07-22T07:30:00,2,analyst,7.0,3.0,30.0,0.485,Excel,admin,20.0,1.0,4.0,0.119,0.057
2025-07-22T07:45:00,2,analyst,2.0,1.0,18.0,0.513,PowerBI,communication,68.0,1.0,1.0,0.119,0.055
2025-07-22T08:00:00,2,analyst,5.0,2.0,22.0,0.831,PowerBI,admin,67.0,8.0,1.0,0.119,0.065
2025-07-22T08:15:00,2,analyst,6.0,3.0,18.0,0.499,PowerBI,admin,32.0,0.0,2.0,0.119,0.028
2025-07-22T08:30:00,2,analyst,4.0,1.0,23.0,0.47,Excel,learning,32.0,2.0,3.0,0.119,0.194
2025-07-22T08:45:00,2,analyst,2.0,1.0,23.0,0.634,PowerBI,admin,46.0,9.0,0.0,0.119,0.084
2025-07-22T09:00:00,2,analyst,7.0,2.0,17.0,0.742,SQL Server,admin,44.0,0.0,4.0,0.131,0.036
2025-07-22T09:15:00,2,analyst,3.0,1.0,19.0,0.549,Tableau,admin,33.0,0.0,6.0,0.131,0.095
2025-07-22T09:30:00,2,analyst,5.0,1.0,19.0,0.871,PowerBI,admin,67.0,2.0,0.0,0.131,0.096
2025-07-22T09:45:00,2,analyst,7.0,2.0,18.0,0.632,Excel,communication,23.0,1.0,0.0,0.131,0.105
2025-07-22T10:00:00,2,analyst,7.0,3.0,16.0,0.806,Excel,analysis,30.0,2.0,3.0,0.131,0.155
2025-07-22T10:15:00,2,analyst,7.0,3.0,33.0,0.643,Excel,analysis,23.0,0.0,4.0,0.131,0.186
2025-07-22T10:30:00,2,analyst,7.0,3.0,17.0,0.587,PowerBI,admin,48.0,0.0,3.0,0.131,0.099
2025-07-22T10:45:00,2,analyst,7.0,3.0,33.0,0.625,Excel,analysis,29.0,0.0,3.0,0.131,0.151
2025-07-22T11:00:00,2,analyst,5.0,2.0,12.0,0.739,Excel,analysis,17.0,0.0,4.0,0.131,0.18
2025-07-22T11:30:00,2,analyst,4.0,2.0,17.0,0.609,Excel,analysis,28.0,0.0,1.0,0.131,0.158
2025-07-22T12:00:00,2,analyst,3.0,1.0,23.0,0.526,Tableau,analysis,22.0,16.0,5.0,0.119,0.103
2025-07-22T12:15:00,2,analyst,4.0,2.0,21.0,0.567,Excel,analysis,30.0,1.0,4.0,0.119,0.079
2025-07-22T12:30:00,2,analyst,5.0,2.0,25.0,0.698,PowerBI,admin,38.0,1.0,3.0,0.119,0.084
2025-07-22T12:45:00,2,analyst,4.0,2.0,29.0,0.672,SQL Server,analysis,50.0,0.0,0.0,0.119,0.158
2025-07-22T13:00:00,2,analyst,3.0,1.0,18.0,0.553,Excel,communication,20.0,2.0,1.0,0.119,0.111
2025-07-22T13:15:00,2,analyst,7.0,2.0,13.0,0.651,Excel,communication,28.0,1.0,2.0,0.119,0.102
2025-07-22T13:30:00,2,analyst,3.0,1.0,18.0,0.814,PowerBI,admin,47.0,2.0,2.0,0.119,0.082
2025-07-22T13:45:00,2,analyst,2.0,1.0,30.0,0.482,Tableau,admin,22.0,0.0,2.0,0.119,0.087
2025-07-22T14:00:00,2,analyst,6.0,2.0,12.0,0.585,Tableau,admin,27.0,9.0,2.0,0.131,0.029
2025-07-22T14:15:00,2,analyst,6.0,3.0,11.0,0.881,SQL Server,admin,59.0,0.0,4.0,0.131,0.069
2025-07-22T14:30:00,2,analyst,4.0,1.0,13.0,0.449,Excel,admin,20.0,0.0,4.0,0.131,0.035
2025-07-22T14:45:00,2,analyst,4.0,2.0,16.0,0.856,Excel,admin,35.0,0.0,3.0,0.131,0.051
2025-07-22T15:00:00,2,analyst,7.0,3.0,21.0,0.706,Excel,admin,35.0,1.0,3.0,0.131,0.06
2025-07-22T15:15:00,2,analyst,6.0,2.0,13.0,0.494,SQL Server,analysis,73.0,1.0,6.0,0.131,0.092
2025-07-22T15:30:00,2,analyst,7.0,2.0,15.0,0.645,Excel,meeting,17.0,1.0,0.0,0.131,0.167
2025-07-22T15:45:00,2,analyst,4.0,2.0,14.0,0.788,Excel,analysis,27.0,0.0,4.0,0.131,0.123
2025-07-22T16:00:00,2,analyst,4.0,1.0,25.0,0.557,Tableau,meeting,36.0,18.0,2.0,0.131,0.071
2025-07-22T16:15:00,2,analyst,6.0,2.0,33.0,0.823,Excel,meeting,29.0,18.0,5.0,0.131,0.166
2025-07-22T16:45:00,2,analyst,4.0,2.0,29.0,0.68,Excel,analysis,33.0,0.0,1.0,0.131,0.09
2025-07-22T17:00:00,2,analyst,5.0,2.0,10.0,0.847,PowerBI,admin,57.0,19.0,0.0,0.119,0.036
2025-07-22T17:15:00,2,analyst,4.0,1.0,12.0,0.549,SQL Server,analysis,55.0,2.0,2.0,0.119,0.09
2025-07-22T17:30:00,2,analyst,7.0,3.0,23.0,0.814,Excel,analysis,26.0,8.0,4.0,0.119,0.087
2025-07-22T17:45:00,2,analyst,5.0,2.0,26.0,0.526,Excel,admin,30.0,2.0,2.0,0.119,0.069
2025-07-22T08:00:00,3,developer,7.0,9.0,13.0,0.401,Slack,admin,43.0,0.0,2.0,0.235,0.109
2025-07-22T08:15:00,3,developer,4.0,3.0,20.0,0.394,VSCode,admin,40.0,0.0,2.0,0.235,0.059
2025-07-22T08:30:00,3,developer,8.0,10.0,24.0,0.55,VSCode,learning,88.0,0.0,2.0,0.235,0.185
2025-07-22T09:00:00,3,developer,12.0,10.0,25.0,0.667,VSCode,admin,59.0,1.0,0.0,0.235,0.033
2025-07-22T09:30:00,3,developer,4.0,3.0,17.0,0.635,VSCode,learning,66.0,2.0,1.0,0.235,0.269
2025-07-22T10:00:00,3,developer,13.0,9.0,11.0,0.449,Chrome,learning,101.0,0.0,2.0,0.235,0.245
2025-07-22T10:15:00,3,developer,4.0,4.0,15.0,0.571,Terminal,learning,43.0,0.0,0.0,0.235,0.227
2025-07-22T10:30:00,3,developer,3.0,2.0,24.0,0.421,VSCode,development,70.0,1.0,0.0,0.235,0.21
2025-07-22T10:45:00,3,developer,4.0,5.0,11.0,0.332,VSCode,learning,85.0,2.0,1.0,0.235,0.239
2025-07-22T11:00:00,3,developer,2.0,1.0,25.0,0.434,VSCode,development,58.0,17.0,1.0,0.235,0.264
2025-07-22T11:15:00,3,developer,6.0,6.0,23.0,0.648,Chrome,development,79.0,12.0,0.0,0.235,0.222
2025-07-22T11:30:00,3,developer,6.0,6.0,15.0,0.456,VSCode,development,88.0,0.0,1.0,0.235,0.236
2025-07-22T11:45:00,3,developer,5.0,4.0,20.0,0.556,VSCode,development,57.0,1.0,1.0,0.235,0.16
2025-07-22T12:00:00,3,developer,4.0,,26.0,0.582,Terminal,development,51.0,18.0,1.0,,0.269
2025-07-22T12:15:00,3,developer,4.0,3.0,13.0,0.654,VSCode,analysis,70.0,0.0,0.0,0.235,0.158
2025-07-22T12:30:00,3,developer,4.0,2.0,9.0,0.504,Chrome,development,92.0,2.0,2.0,0.235,0.263
2025-07-22T12:45:00,3,developer,11.0,9.0,14.0,0.791,VSCode,learning,72.0,0.0,2.0,0.235,0.2
2025-07-22T13:00:00,3,developer,10.0,8.0,14.0,0.587,Terminal,admin,28.0,0.0,0.0,0.235,0.065
2025-07-22T13:15:00,3,developer,6.0,4.0,27.0,0.479,VSCode,learning,59.0,0.0,1.0,0.235,0.191
2025-07-22T13:30:00,3,developer,5.0,6.0,23.0,0.628,VSCode,communication,70.0,19.0,0.0,0.235,0.104
2025-07-22T13:45:00,3,developer,11.0,8.0,17.0,0.621,VSCode,communication,54.0,1.0,3.0,0.235,0.106
2025-07-22T14:00:00,3,developer,6.0,6.0,26.0,0.74,VSCode,admin,66.0,0.0,1.0,0.259,0.093
2025-07-22T14:30:00,3,developer,8.0,7.0,12.0,0.455,VSCode,communication,44.0,2.0,1.0,0.259,0.164
2025-07-22T15:00:00,3,developer,12.0,10.0,24.0,0.43,VSCode,development,102.0,1.0,3.0,0.282,0.33
2025-07-22T15:15:00,3,developer,4.0,5.0,12.0,0.526,VSCode,analysis,60.0,9.0,1.0,0.282,0.17
2025-07-22T15:30:00,3,developer,5.0,6.0,33.0,0.397,VSCode,communication,77.0,0.0,1.0,0.282,0.171
2025-07-22T15:45:00,3,developer,2.0,2.0,23.0,0.794,Terminal,analysis,56.0,0.0,0.0,0.282,0.133
2025-07-22T16:00:00,3,developer,6.0,4.0,34.0,0.709,Terminal,communication,53.0,2.0,1.0,0.306,0.083
2025-07-22T16:30:00,3,developer,11.0,8.0,18.0,0.389,VSCode,development,65.0,0.0,0.0,0.306,0.216
2025-07-22T16:45:00,3,developer,4.0,4.0,13.0,0.565,Terminal,analysis,76.0,10.0,1.0,0.306,0.18
2025-07-22T17:15:00,3,developer,6.0,4.0,20.0,0.498,Terminal,development,62.0,11.0,0.0,0.235,0.225
2025-07-22T17:30:00,3,developer,3.0,4.0,4.0,0.6720691037615786,VSCode,analysis,55.0,2.0,4.0,0.09915655739120627,0.2
2025-07-22T17:45:00,3,developer,6.0,5.0,19.0,0.465,VSCode,development,82.0,0.0,1.0,0.235,0.167
2025-07-22T18:00:00,3,developer,2.0,2.0,17.0,0.453,Terminal,admin,36.0,1.0,0.0,0.235,0.109
2025-07-22T18:15:00,3,developer,12.0,11.0,15.0,0.474,VSCode,communication,79.0,2.0,0.0,0.235,0.077
2025-07-22T18:30:00,3,developer,7.0,7.0,11.0,0.58,VSCode,admin,65.0,6.0,3.0,0.235,0.105
2025-07-22T18:45:00,3,developer,12.0,11.0,14.0,0.552,VSCode,communication,82.0,0.0,2.0,0.235,0.097
2025-07-22T08:00:00,4,customer_support,7.0,7.0,21.0,0.543,Intercom,admin,73.0,1.0,6.0,0.171,0.037
2025-07-22T08:15:00,4,customer_support,8.0,8.0,31.0,0.587,Claude,admin,101.0,1.0,4.0,0.171,0.036
2025-07-22T08:30:00,4,customer_support,6.0,6.0,36.0,0.869,Claude,learning,56.0,12.0,3.0,0.171,0.176
2025-07-22T08:45:00,4,customer_support,9.0,8.0,21.0,0.401,Slack,admin,29.0,1.0,6.0,0.171,0.07
2025-07-22T09:00:00,4,customer_support,7.0,5.0,22.0,0.594,Zendesk,admin,52.0,1.0,4.0,0.158,0.049
2025-07-22T09:30:00,4,customer_support,7.0,,10.0,0.84764221960811,Zendesk,,35.0,5.0,6.0,0.032925419258177796,0.092
2025-07-22T09:45:00,4,customer_support,5.0,5.0,17.0,0.546,Claude,admin,76.0,15.0,1.0,0.158,0.066
2025-07-22T10:00:00,4,customer_support,7.0,4.0,16.0,0.542,Zendesk,case_resolution,57.0,2.0,3.0,0.145,0.127
2025-07-22T10:15:00,4,customer_support,3.0,3.0,31.0,0.535,Zendesk,customer_interaction,37.0,0.0,6.0,0.145,0.103
2025-07-22T10:30:00,4,customer_support,8.0,5.0,31.0,0.581,Zendesk,customer_interaction,63.0,1.0,1.0,0.145,0.122
2025-07-22T10:45:00,4,customer_support,3.0,3.0,31.0,0.822,Zendesk,customer_interaction,62.0,0.0,4.0,0.145,0.118
2025-07-22T11:00:00,4,customer_support,6.0,6.0,27.0,0.507,Claude,case_resolution,52.0,13.0,6.0,0.132,0.129
2025-07-22T11:15:00,4,customer_support,4.0,2.0,18.0,0.398,Zendesk,communication,31.0,0.0,3.0,0.132,0.031
2025-07-22T11:30:00,4,customer_support,5.0,5.0,,0.457,Claude,customer_interaction,61.0,0.0,,0.132,0.12
2025-07-22T12:00:00,4,customer_support,6.0,4.0,15.0,0.707,Zendesk,customer_interaction,35.0,1.0,5.0,0.132,0.095
2025-07-22T12:15:00,4,customer_support,7.0,6.0,13.0,0.589,Claude,customer_interaction,51.0,1.0,7.0,0.132,0.135
2025-07-22T12:30:00,4,customer_support,9.0,5.0,14.0,0.615,Claude,customer_interaction,53.0,0.0,3.0,0.132,0.098
2025-07-22T12:45:00,4,customer_support,9.0,8.0,23.0,0.514,Claude,customer_interaction,41.0,2.0,4.0,0.132,0.138
2025-07-22T13:00:00,4,customer_support,8.0,4.0,17.0,0.608,Intercom,admin,51.0,2.0,2.0,0.132,0.06
2025-07-22T13:15:00,4,customer_support,4.0,4.0,27.0,0.513,Zendesk,communication,30.0,2.0,6.0,0.132,0.038
2025-07-22T13:30:00,4,customer_support,9.0,6.0,20.0,0.497,Intercom,communication,64.0,17.0,4.0,0.132,0.033
2025-07-22T13:45:00,4,customer_support,8.0,5.0,25.0,0.57,Claude,learning,84.0,2.0,2.0,0.132,0.129
2025-07-22T14:00:00,4,customer_support,5.0,5.0,10.0,1.0,Zendesk,communication,47.0,2.0,7.0,0.0478079933006272,0.069
2025-07-22T14:15:00,4,customer_support,7.0,6.0,20.0,0.691,Claude,admin,54.0,2.0,5.0,0.132,0.03
2025-07-22T14:30:00,4,customer_support,6.0,4.0,25.0,0.437,Claude,learning,83.0,2.0,4.0,0.132,0.109
2025-07-22T14:45:00,4,customer_support,4.0,3.0,26.0,0.455,Zendesk,communication,28.0,2.0,5.0,0.132,0.037
2025-07-22T15:00:00,4,customer_support,8.0,5.0,15.0,0.682,Claude,customer_interaction,75.0,2.0,4.0,0.132,0.111
2025-07-22T15:15:00,4,customer_support,6.0,6.0,21.0,0.573,Slack,case_resolution,14.0,2.0,2.0,0.132,0.112
2025-07-22T15:30:00,4,customer_support,8.0,4.0,16.0,0.69,Intercom,admin,70.0,2.0,4.0,0.132,0.041
2025-07-22T15:45:00,4,customer_support,8.0,8.0,25.0,0.559,Zendesk,customer_interaction,46.0,2.0,4.0,0.132,0.096
2025-07-22T16:00:00,4,customer_support,7.0,5.0,14.0,0.484,Zendesk,customer_interaction,38.0,2.0,5.0,0.132,0.123
2025-07-22T16:15:00,4,customer_support,8.0,8.0,19.0,0.33,Zendesk,case_resolution,49.0,1.0,6.0,0.132,0.109
2025-07-22T16:30:00,4,customer_support,6.0,5.0,13.0,0.562,Intercom,customer_interaction,33.0,1.0,5.0,0.132,0.102
2025-07-22T16:45:00,4,customer_support,3.0,2.0,13.0,0.673,Zendesk,customer_interaction,29.0,2.0,3.0,0.132,0.118
2025-07-22T17:00:00,4,customer_support,7.0,4.0,10.0,0.5708401113618645,Zendesk,case_resolution,28.0,6.0,9.0,0.047506890799304376,0.109
2025-07-22T17:15:00,4,customer_support,8.0,5.0,21.0,0.413,Intercom,case_resolution,66.0,2.0,2.0,0.132,0.11
2025-07-22T17:30:00,4,customer_support,8.0,5.0,24.0,0.714,Intercom,case_resolution,53.0,14.0,4.0,0.132,0.116
2025-07-22T17:45:00,4,customer_support,7.0,7.0,16.0,0.433,Claude,customer_interaction,39.0,0.0,3.0,0.132,0.124
2025-07-22T07:00:00,5,designer,6.0,7.0,8.0,0.443,Photoshop,admin,28.0,1.0,0.0,0.547,0.19
2025-07-22T07:15:00,5,designer,18.0,27.0,16.0,0.618,Photoshop,learning,38.0,2.0,0.0,0.547,0.36
2025-07-22T07:30:00,5,designer,10.0,12.0,8.0,0.612,Figma,communication,42.0,2.0,0.0,0.547,0.207
2025-07-22T08:00:00,5,designer,16.0,28.0,22.0,0.519,Photoshop,communication,29.0,0.0,1.0,0.547,0.249
2025-07-22T08:30:00,5,designer,7.0,6.0,6.0,0.627,Illustrator,learning,56.0,2.0,1.0,0.547,0.36
2025-07-22T08:45:00,5,designer,10.0,13.0,21.0,0.507,Photoshop,admin,44.0,2.0,1.0,0.547,0.148
2025-07-22T09:00:00,5,designer,15.0,14.0,21.0,0.639,Photoshop,admin,30.0,0.0,1.0,0.547,0.178
2025-07-22T09:15:00,5,designer,12.0,14.0,21.0,0.567,Photoshop,admin,43.0,0.0,2.0,0.547,0.177
2025-07-22T09:30:00,5,designer,16.0,27.0,9.0,0.582,Illustrator,communication,52.0,2.0,3.0,0.547,0.14
2025-07-22T09:45:00,5,designer,18.0,27.0,25.0,0.507,Photoshop,admin,20.0,1.0,1.0,0.547,0.152
2025-07-22T10:00:00,5,designer,12.0,19.0,16.0,0.638,Figma,communication,24.0,10.0,2.0,0.547,0.2
2025-07-22T10:15:00,5,designer,19.0,30.0,23.0,0.603,Figma,creative,28.0,0.0,1.0,0.547,0.379
2025-07-22T10:30:00,5,designer,15.0,18.0,16.0,0.781,Figma,communication,33.0,0.0,0.0,0.547,0.138
2025-07-22T10:45:00,5,designer,11.0,16.0,15.0,0.773,Photoshop,analysis,27.0,1.0,1.0,0.547,0.256
2025-07-22T11:00:00,5,designer,6.0,7.0,21.0,0.528,Illustrator,creative,42.0,2.0,0.0,0.547,0.446
2025-07-22T11:15:00,5,designer,15.0,19.0,15.0,0.584,Figma,creative,38.0,2.0,1.0,0.547,0.321
2025-07-22T11:30:00,5,designer,14.0,25.0,12.0,0.584,Photoshop,creative,22.0,1.0,0.0,0.547,0.437
2025-07-22T11:45:00,5,designer,18.0,26.0,13.0,0.738,Figma,analysis,21.0,1.0,1.0,0.547,0.203
2025-07-22T12:00:00,5,designer,14.0,16.0,23.0,0.461,Figma,communication,32.0,1.0,1.0,0.547,0.162
2025-07-22T12:15:00,5,designer,18.0,31.0,3.0,0.9681044893874785,Illustrator,communication,28.0,0.0,2.0,0.23344560355335356,0.209
2025-07-22T12:30:00,5,designer,12.0,16.0,17.0,0.59,Figma,communication,45.0,2.0,2.0,0.547,0.265
2025-07-22T13:00:00,5,designer,11.0,18.0,26.0,0.433,Illustrator,learning,39.0,2.0,4.0,0.547,0.475
2025-07-22T13:15:00,5,designer,5.0,6.0,12.0,0.544,Photoshop,communication,37.0,1.0,2.0,0.547,0.145
2025-07-22T13:30:00,5,designer,18.0,21.0,7.0,0.57,Figma,admin,22.0,16.0,1.0,0.547,0.204
2025-07-22T13:45:00,5,designer,10.0,13.0,28.0,0.769,Figma,admin,32.0,0.0,2.0,0.547,0.2
2025-07-22T14:00:00,5,designer,13.0,18.0,25.0,0.609,Photoshop,admin,44.0,2.0,0.0,0.602,0.096
2025-07-22T14:30:00,5,designer,9.0,15.0,30.0,0.617,Figma,admin,41.0,,1.0,0.602,0.065
2025-07-22T14:45:00,5,designer,15.0,26.0,25.0,0.612,Figma,learning,26.0,1.0,2.0,0.602,0.427
2025-07-22T15:00:00,5,designer,5.0,6.0,11.0,0.738,Photoshop,communication,47.0,6.0,0.0,0.657,0.177
2025-07-22T15:15:00,5,designer,16.0,20.0,20.0,0.632,Illustrator,meeting,67.0,2.0,0.0,0.657,0.379
2025-07-22T15:30:00,5,designer,12.0,22.0,21.0,0.733,Figma,creative,28.0,6.0,1.0,0.657,0.517
2025-07-22T15:45:00,5,designer,9.0,4.0,14.0,0.696,Photoshop,meeting,20.0,18.0,1.0,0.657,0.181
2025-07-22T16:00:00,5,designer,7.0,12.0,35.0,0.71,Figma,meeting,44.0,2.0,1.0,0.711,0.438
2025-07-22T16:15:00,5,designer,9.0,14.0,17.0,0.606,Figma,creative,34.0,1.0,4.0,0.711,0.51
2025-07-22T16:30:00,5,designer,6.0,6.0,27.0,0.619,Figma,creative,51.0,18.0,3.0,0.711,0.326
2025-07-22T16:45:00,5,designer,11.0,12.0,27.0,0.641,Figma,creative,48.0,14.0,1.0,0.711,0.565
2025-07-22T17:00:00,5,designer,7.0,12.0,18.0,0.804,Figma,creative,38.0,2.0,0.0,0.547,0.244
2025-07-22T17:15:00,5,designer,12.0,13.0,20.0,0.857,Figma,meeting,26.0,15.0,0.0,0.547,0.202
2025-07-22T17:30:00,5,designer,6.0,9.0,16.0,0.584,Chrome,meeting,52.0,2.0,0.0,0.547,0.234
2025-07-22T17:45:00,5,designer,18.0,22.0,7.0,0.465,Figma,creative,25.0,2.0,1.0,0.547,0.276
2025-07-22T18:00:00,5,designer,5.0,8.0,18.0,0.644,Figma,admin,32.0,1.0,2.0,0.547,0.091
2025-07-22T18:15:00,5,designer,15.0,18.0,9.0,0.536,Illustrator,admin,45.0,2.0,1.0,0.547,0.096
2025-07-22T18:30:00,5,designer,19.0,25.0,13.0,0.832,Figma,admin,31.0,15.0,0.0,0.547,0.092
2025-07-22T18:45:00,5,designer,7.0,11.0,21.0,0.838,Photoshop,communication,26.0,0.0,2.0,0.547,0.277
2025-07-22T09:00:00,6,analyst,2.0,0.0,24.0,0.683,Excel,admin,63.0,14.0,1.0,0.165,0.106
2025-07-22T09:15:00,6,analyst,5.0,1.0,13.0,0.701,PowerBI,admin,60.0,2.0,2.0,0.165,0.12
2025-07-22T09:30:00,6,analyst,4.0,1.0,28.0,0.65,PowerBI,communication,50.0,1.0,2.0,0.165,0.12
2025-07-22T09:45:00,6,analyst,2.0,0.0,26.0,0.59,Excel,communication,65.0,1.0,2.0,0.165,0.087
2025-07-22T10:00:00,6,analyst,3.0,0.0,14.0,0.885,Tableau,analysis,47.0,0.0,2.0,0.151,0.188
2025-07-22T10:15:00,6,analyst,2.0,0.0,8.0,0.7129276282289893,Excel,analysis,54.0,8.0,3.0,0.06650535820855456,0.192
2025-07-22T10:30:00,6,analyst,2.0,0.0,10.0,0.9203681873580581,Excel,analysis,55.0,0.0,8.0,0.04351275790071461,0.111
2025-07-22T10:45:00,6,analyst,6.0,1.0,11.0,0.74,Excel,analysis,56.0,12.0,2.0,0.151,0.112
2025-07-22T11:00:00,6,analyst,5.0,0.0,10.0,0.74,Excel,analysis,31.0,1.0,2.0,0.137,0.14
2025-07-22T11:15:00,6,analyst,2.0,0.0,11.0,0.703,Excel,communication,48.0,0.0,2.0,,0.117
2025-07-22T11:30:00,6,analyst,5.0,1.0,17.0,0.608,Excel,analysis,35.0,0.0,1.0,0.137,0.13
2025-07-22T11:45:00,6,analyst,4.0,1.0,25.0,0.862,PowerBI,analysis,41.0,2.0,3.0,0.137,0.101
2025-07-22T12:15:00,6,analyst,5.0,1.0,10.0,0.553,Excel,analysis,33.0,2.0,0.0,0.137,0.179
2025-07-22T12:30:00,6,analyst,6.0,1.0,11.0,0.804,PowerBI,analysis,66.0,1.0,2.0,0.137,0.099
2025-07-22T12:45:00,6,analyst,5.0,1.0,18.0,0.697,PowerBI,analysis,38.0,1.0,1.0,0.137,0.134
2025-07-22T13:00:00,6,analyst,2.0,0.0,22.0,0.738,SQL Server,learning,21.0,0.0,5.0,0.137,0.23
2025-07-22T13:15:00,6,analyst,6.0,1.0,22.0,0.445,PowerBI,admin,78.0,14.0,2.0,0.137,0.096
2025-07-22T13:30:00,6,analyst,4.0,0.0,20.0,0.593,PowerBI,admin,67.0,0.0,4.0,0.137,0.067
2025-07-22T13:45:00,6,analyst,5.0,1.0,11.0,0.746,Tableau,admin,27.0,2.0,6.0,0.137,0.104
2025-07-22T14:00:00,6,analyst,2.0,0.0,15.0,0.605,Excel,communication,48.0,2.0,1.0,0.137,0.093
2025-07-22T14:15:00,6,analyst,4.0,0.0,17.0,0.493,Excel,admin,45.0,2.0,1.0,0.137,0.031
2025-07-22T14:30:00,6,analyst,4.0,0.0,17.0,0.836,PowerBI,admin,62.0,0.0,5.0,0.137,0.04
